"Country","Country code","Geographical scope","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","Substance","Recall period","Age"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,2.9,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,2.7,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.5,,,,,"Cocaine","Last year","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,0.9,,,,,"Cocaine","Last year","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0,,,,,"Cocaine","Last month","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0,,,,,"Cocaine","Last month","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,1.3,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,,,,"Amphetamines","Last year","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.3,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0,,,,,"Amphetamines","Last month","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,2,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,2.8,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.3,,,,,"Ecstasy","Last year","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,0.9,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0,,,,,"Ecstasy","Last month","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,0.1,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,1.5,,,,,"LSD","Lifetime","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,1,,,,,"LSD","Lifetime","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,0.1,,,,,"LSD","Last year","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.3,,,,,"LSD","Last year","Young adults (15-34)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,"LSD","Last month","All adults (15-64)"
"Luxembourg","LU","National",,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,"LSD","Last month","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,3.5,,,,,,,,,,,,4.3,,,,,,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Malta","MT","National",,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.8,,,,,,,,,,,,0.9,,,,,,,,,,,"Cannabis","Last year","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.5,,,,,,,,,,,,0.4,,,,,,,,,,,"Cannabis","Last month","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.4,,,,,,,,,,,,0.5,,,,,,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Malta","MT","National",,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last year","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.4,,,,,,,,,,,,0.3,,,,,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Malta","MT","National",,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.7,,,,,,,,,,,,0.7,,,,,,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Malta","MT","National",,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last year","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","All adults (15-64)"
"Malta","MT","National",,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last year","Young adults (15-34)"
"Malta","MT","National",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","All adults (15-64)"
"Malta","MT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,24.1,25.6,25.2,26.6,28.6,27.7,27.8,29.8,28.8,,"Cannabis","Lifetime","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,35.4,36,36.1,38,39.4,36.9,37,41.5,39.4,,"Cannabis","Lifetime","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,7.7,8.7,8.4,9.2,9.6,9.3,10.1,10.4,10.2,,"Cannabis","Last year","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,15.6,16.1,15.7,17.5,17.1,15.5,17.4,19.2,18.2,,"Cannabis","Last year","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.3,5.1,5.8,5.8,6.2,6.3,6.4,6.1,,"Cannabis","Last month","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,8.3,9.4,8.8,9.9,9.2,10.2,10.1,11.2,10,,"Cannabis","Last month","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,5.1,5.1,5.9,6.2,6.5,6.5,6.6,7.9,7.8,,"Cocaine","Lifetime","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,7.3,5.8,7.9,8.7,8.8,8.5,7.9,11,10.9,,"Cocaine","Lifetime","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.9,2,2.2,2,2.3,2.1,2.5,3,,"Cocaine","Last year","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,3,3.6,3.7,4.5,3.9,4.6,3.5,4.7,5.5,,"Cocaine","Last year","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.8,0.9,0.7,0.9,1,0.7,0.9,1.2,,"Cocaine","Last month","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.6,1.6,1.3,1.6,1.8,1.1,1.6,2.3,,"Cocaine","Last month","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.7,5.3,5.4,5.6,5.5,5.3,6.5,6.3,,"Amphetamines","Lifetime","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,6.8,6.4,7.7,8.4,7.8,8.1,6.7,9.1,9.2,,"Amphetamines","Lifetime","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.6,1.7,1.8,1.4,2.1,1.6,1.6,1.7,,"Amphetamines","Last year","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.1,3.6,3.9,2.7,4.1,2.7,2.7,3.2,,"Amphetamines","Last year","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.7,0.6,0.6,0.8,0.6,0.5,0.7,,"Amphetamines","Last month","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.2,1,1.5,1.3,1.2,1.5,1.1,0.7,1.1,,"Amphetamines","Last month","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,7.4,8.4,9.2,9.4,10.3,10.8,11.9,12.2,12.7,,"Ecstasy","Lifetime","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,12.3,13,14.7,15.1,16.1,16.8,17.3,18.3,19.6,,"Ecstasy","Lifetime","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.4,3.6,3.3,3.5,4.2,4,3.9,4.9,,"Ecstasy","Last year","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.6,7.4,7.1,6.9,8.5,7.7,7.8,9.8,,"Ecstasy","Last year","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.2,1.2,0.9,1.4,1.5,1,1.2,1.6,,"Ecstasy","Last month","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.5,2.7,2,2.7,3,1.9,2.4,3.1,,"Ecstasy","Last month","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.6,1.2,1.5,1.9,1.8,1.8,2.5,2.2,,"LSD","Lifetime","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,1.8,1.2,1,1.5,1.9,2.3,1.8,3.6,2.8,,"LSD","Lifetime","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.1,0.3,0.3,0.5,0.6,0.5,,"LSD","Last year","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3,0.4,0.2,0.5,0.7,0.8,1.2,0.9,,"LSD","Last year","Young adults (15-34)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.2,,"LSD","Last month","All adults (15-64)"
"Netherlands","NL","National",,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.2,0,0.1,0.1,0.1,0.2,0.3,,"LSD","Last month","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,19.2,23.3,21.9,20.9,20.6,24.5,23.6,23.2,25,25.5,27.1,,"Cannabis","Lifetime","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,28.5,31.7,27.6,28.5,29.2,31.9,30.1,31.2,30.5,30.4,32.2,,"Cannabis","Lifetime","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,3.4,5.1,4.2,4.2,3.9,5.3,5.4,5.1,4.3,4.4,5.5,,"Cannabis","Last year","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,7.9,12,8.6,8.6,8.6,10.1,9.6,10.5,10.1,9.3,11,,"Cannabis","Last year","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,1.5,1.7,1.6,1.7,1.7,2.5,2.1,2.3,1.6,1.8,2.4,,"Cannabis","Last month","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,3.3,3.3,3,3.8,3.6,4.2,3.2,5,3.8,3.8,4.7,,"Cannabis","Last month","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,4.2,5,4.2,3.8,5.1,5.1,5.2,4.6,5.8,7.3,,"Cocaine","Lifetime","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,7.2,7.8,6.4,6,7.3,6.7,6.5,6.4,8.3,10.1,,"Cocaine","Lifetime","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,0.9,1,1,0.6,1.1,1.2,1.2,0.8,1.5,2.1,,"Cocaine","Last year","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,2.2,2.3,2.2,1.3,2.1,2.3,2.8,1.9,2.7,4.2,,"Cocaine","Last year","Young adults (15-34)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","All adults (15-64)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,3.7,4.1,3.1,3.4,3.9,3.5,3.5,3.7,3.7,5.2,,"Amphetamines","Lifetime","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,6.4,5.1,4.2,4.9,4.5,3.7,3,4.6,3.9,5.9,,"Amphetamines","Lifetime","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,0.6,0.6,0.2,0.3,0.6,0.7,0.3,0.6,0.6,0.4,,"Amphetamines","Last year","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,1.1,1.1,0.3,0.5,0.8,0.9,0.3,1.3,0.5,0.7,,"Amphetamines","Last year","Young adults (15-34)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,2.3,2.3,2.3,2.7,4.1,3.6,3.3,3.1,3.9,4.7,,"Ecstasy","Lifetime","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,4.6,3.4,4.2,5.5,5.9,5.7,5,5.6,6.2,6.8,,"Ecstasy","Lifetime","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,0.6,0.6,1,0.7,0.6,0.9,0.8,0.6,,"Ecstasy","Last year","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,1,0.4,1.2,1.6,2.2,1.7,1.1,2.4,1.6,1.2,,"Ecstasy","Last year","Young adults (15-34)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,1.5,1.1,1.2,1,1.6,1.8,1.6,2,1.8,2.5,,"LSD","Lifetime","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,2.6,1.3,1.9,2.2,2.2,2.7,2.1,2.8,2.8,3.3,,"LSD","Lifetime","Young adults (15-34)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.3,0.2,0.5,0.6,0.3,0.5,0.6,0.1,,"LSD","Last year","All adults (15-64)"
"Norway","NO","National",,,,,,,,,,,,,,,,,,,,,,,,0.1,0.2,0.7,0.4,1.1,1.3,0.4,1,1.3,0.4,,"LSD","Last year","Young adults (15-34)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","All adults (15-64)"
"Norway","NO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LSD","Last month","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,7.7,,,,9,,,,17.5,,,,16.2,,,,12.1,,,,,,"Cannabis","Lifetime","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,14.7,,,,16.1,,,,28.8,,,,28.5,,,,19.1,,,,,,"Cannabis","Lifetime","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,2.8,,,,2.7,,,,9.6,,,,4.6,,,,3.8,,,,,,"Cannabis","Last year","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,6.3,,,,5.3,,,,17.1,,,,9.8,,,,7.8,,,,,,"Cannabis","Last year","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,1.3,,,,0.9,,,,5.4,,,,2.1,,,,2,,,,,,"Cannabis","Last month","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,2.7,,,,1.9,,,,10,,,,4.6,,,,4.1,,,,,,"Cannabis","Last month","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.8,,,,0.8,,,,1.3,,,,1.3,,,,0.7,,,,,,"Cocaine","Lifetime","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,1.3,,,,1.3,,,,2.3,,,,2.4,,,,1.2,,,,,,"Cocaine","Lifetime","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.5,,,,0.2,,,,0.7,,,,0.2,,,,0.3,,,,,,"Cocaine","Last year","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,1.3,,,,0.3,,,,1.3,,,,0.4,,,,0.5,,,,,,"Cocaine","Last year","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.1,,,,0.1,,,,0.5,,,,0,,,,0.2,,,,,,"Cocaine","Last month","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,0.1,,,,0.1,,,,0.9,,,,0,,,,0.4,,,,,,"Cocaine","Last month","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,1.9,,,,2.7,,,,4.2,,,,1.7,,,,2.4,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,4.1,,,,4.8,,,,8.2,,,,2.4,,,,3.2,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.7,,,,0.7,,,,1.9,,,,0.2,,,,0.8,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,1.6,,,,1.3,,,,3.9,,,,0.4,,,,1.4,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.2,,,,0.2,,,,0.9,,,,0,,,,0.5,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,0.5,,,,0.3,,,,1.8,,,,0,,,,0.7,,,,,,"Amphetamines","Last month","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.7,,,,1.2,,,,3.4,,,,1.6,,,,1,,,,,,"Ecstasy","Lifetime","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,1.5,,,,2.1,,,,6.5,,,,3.3,,,,1.4,,,,,,"Ecstasy","Lifetime","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.2,,,,0.3,,,,1.5,,,,0.4,,,,0.3,,,,,,"Ecstasy","Last year","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,0.5,,,,0.7,,,,3.1,,,,0.9,,,,0.5,,,,,,"Ecstasy","Last year","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.2,,,,0.1,,,,0.6,,,,0.2,,,,0.3,,,,,,"Ecstasy","Last month","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,0.4,,,,0.3,,,,1,,,,0.4,,,,0.5,,,,,,"Ecstasy","Last month","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,1.2,,,,0.9,,,,2,,,,1.3,,,,1,,,,,,"LSD","Lifetime","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,2.5,,,,1.6,,,,3.7,,,,2.2,,,,1.1,,,,,,"LSD","Lifetime","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0.4,,,,0.1,,,,0.7,,,,0.1,,,,0.5,,,,,,"LSD","Last year","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,1,,,,0.3,,,,1.2,,,,0.2,,,,0.4,,,,,,"LSD","Last year","Young adults (15-34)"
"Poland","PL","National",,,,,,,,,,,,,0,,,,0,,,,0.4,,,,0.1,,,,0.4,,,,,,"LSD","Last month","All adults (15-64)"
"Poland","PL","National",,,,,,,,,,,,,0.1,,,,0,,,,0.6,,,,0.2,,,,0.3,,,,,,"LSD","Last month","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,7.6,,,,,,11.7,,,,,9.4,,,,11,,,,,,12.2,,"Cannabis","Lifetime","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,12.4,,,,,,17,,,,,14.4,,,,15.1,,,,,,15.2,,"Cannabis","Lifetime","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,3.3,,,,,,3.6,,,,,2.7,,,,5.1,,,,,,2.8,,"Cannabis","Last year","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,6.3,,,,,,6.7,,,,,5.1,,,,8,,,,,,4.9,,"Cannabis","Last year","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,2.4,,,,,,2.4,,,,,1.7,,,,4.3,,,,,,2.4,,"Cannabis","Last month","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,4.4,,,,,,4.5,,,,,3.1,,,,6.4,,,,,,4.2,,"Cannabis","Last month","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.9,,,,,,1.9,,,,,1.2,,,,1.2,,,,,,1.1,,"Cocaine","Lifetime","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,1.3,,,,,,2.8,,,,,1.4,,,,1.1,,,,,,1.2,,"Cocaine","Lifetime","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.3,,,,,,0.6,,,,,0.2,,,,0.2,,,,,,0.2,,"Cocaine","Last year","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.6,,,,,,1.2,,,,,0.4,,,,0.3,,,,,,0.5,,"Cocaine","Last year","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.3,,,,,0.1,,,,0.1,,,,,,0.1,,"Cocaine","Last month","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.3,,,,,,0.6,,,,,0.2,,,,0.2,,,,,,0.2,,"Cocaine","Last month","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.5,,,,,,0.9,,,,,0.5,,,,0.4,,,,,,,,"Amphetamines","Lifetime","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.6,,,,,,1.3,,,,,0.5,,,,0.4,,,,,,,,"Amphetamines","Lifetime","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.2,,,,,0,,,,0,,,,,,,,"Amphetamines","Last year","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.4,,,,,0.1,,,,0,,,,,,,,"Amphetamines","Last year","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.1,,,,,0,,,,0,,,,,,,,"Amphetamines","Last month","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.2,,,,,0.1,,,,0,,,,,,0.1,,"Amphetamines","Last month","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.7,,,,,,1.3,,,,,1.3,,,,0.7,,,,,,0.9,,"Ecstasy","Lifetime","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,1.4,,,,,,2.6,,,,,2.3,,,,0.9,,,,,,1,,"Ecstasy","Lifetime","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.4,,,,,,0.4,,,,,0.3,,,,0.1,,,,,,0.1,,"Ecstasy","Last year","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.8,,,,,,0.9,,,,,0.6,,,,0.2,,,,,,0.3,,"Ecstasy","Last year","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.2,,,,,,0.2,,,,,0.2,,,,0,,,,,,0.1,,"Ecstasy","Last month","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.4,,,,,,0.4,,,,,0.4,,,,0,,,,,,0.2,,"Ecstasy","Last month","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.4,,,,,,0.6,,,,,0.6,,,,0.4,,,,,,0.4,,"LSD","Lifetime","All adults (15-64)"
"Portugal","PT","National",,,,,,,,,,,,0.6,,,,,,0.9,,,,,0.9,,,,0.5,,,,,,0.4,,"LSD","Lifetime","Young adults (15-34)"
"Portugal","PT","National",,,,,,,,,,,,0.1,,,,,,0.1,,,,,0.2,,,,0,,,,,,0.1,,"LSD","Last year","All adults (15-64)"
